stockcode,description,quantity,revenue,profit,inventorydays,status
22430,ENAMEL WATERING CAN CREAM,610,3167.09,791.7725,7.1803278688524586,Normal
22431,WATERING CAN BLUE ELEPHANT,2054,3987.01,996.7525,2.132424537487829,Normal
22432,WATERING CAN PINK BUNNY,1707,3323.32,830.83,2.5659050966608086,Normal
22433,WATERING CAN GREEN DINOSAUR,1391,2661.65,665.4125,3.14881380301941,Normal
22434,BALLOON PUMP WITH 10 BALLOONS,780,1545.06,386.265,5.615384615384615,Normal
22435,?missing,-434,0.0,0.0,-10.092165898617512,Normal
22435,SET OF 9 HEART SHAPED BALLOONS,2754,3441.75,860.4375,1.5904139433551199,Normal
22436,12 COLOURED PARTY BALLOONS,2135,1399.16,349.79,2.0515222482435598,Normal
22437,SET OF 9 BLACK SKULL BALLOONS,2840,2410.44,602.61,1.5422535211267607,Normal
22438,BALLOON ART MAKE YOUR OWN FLOWERS,1022,1058.69,264.6725,4.285714285714286,Normal
22439,6 ROCKET BALLOONS ,1836,1252.92,313.23,2.3856209150326797,Normal
22440,BALLOON WATER BOMB PACK OF 35,6024,2380.92,595.23,0.7270916334661355,Normal
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,1048,2295.01,573.7525,4.1793893129771,Normal
22442,GROW YOUR OWN FLOWERS SET OF 3,285,1153.85,288.4625,15.368421052631579,Normal
22443,GROW YOUR OWN HERBS SET OF 3,163,1383.79,345.9475,26.87116564417178,Normal
22443,,-7,0.0,0.0,-625.7142857142857,Normal
22444,GROW YOUR OWN PLANT IN A CAN ,808,1067.87,266.9675,5.420792079207922,Normal
22444,,533,0.0,0.0,8.217636022514071,Normal
22445,PENCIL CASE LIFE IS BEAUTIFUL,537,1624.76,406.19,8.156424581005586,Normal
22445,,-62,0.0,0.0,-70.64516129032258,Normal
22446,PIN CUSHION BABUSHKA PINK,439,1135.18,283.795,9.977220956719817,Normal
22447,PIN CUSHION BABUSHKA BLUE,137,410.81,102.7025,31.97080291970803,Normal
22448,PIN CUSHION BABUSHKA RED,201,656.43,164.1075,21.791044776119403,Normal
22449,can't find,-125,0.0,0.0,-35.04,Normal
22449,SILK PURSE BABUSHKA PINK,486,1567.2,391.8,9.012345679012345,Normal
22450,SILK PURSE BABUSHKA BLUE,194,657.76,164.44,22.577319587628864,Normal
22451,SILK PURSE BABUSHKA RED,223,779.15,194.7875,19.64125560538117,Normal
22451,,-14,0.0,0.0,-312.85714285714283,Normal
22452,MEASURING TAPE BABUSHKA PINK,745,1828.16,457.04,5.879194630872483,Normal
22452,,-63,0.0,0.0,-69.52380952380952,Normal
22453,MEASURING TAPE BABUSHKA BLUE,443,1188.74,297.185,9.887133182844245,Normal
22453,,-12,0.0,0.0,-365.0,Normal
22454,MEASURING TAPE BABUSHKA RED,282,804.22,201.055,15.53191489361702,Normal
22454,,-20,0.0,0.0,-219.0,Normal
22456,NATURAL SLATE CHALKBOARD LARGE ,1663,9227.67,2306.9175,2.633794347564642,Normal
22457,NATURAL SLATE HEART CHALKBOARD ,9120,27995.36,6998.84,0.48026315789473684,Normal
22458,CAST IRON HOOK GARDEN FORK,523,1421.83,355.4575,8.374760994263863,Normal
22458,Missing,-65,0.0,0.0,-67.38461538461539,Normal
22459,?lost,-232,0.0,0.0,-18.879310344827587,Normal
22459,CAST IRON HOOK GARDEN TROWEL,386,1018.19,254.5475,11.347150259067359,Normal
22459,,29,0.0,0.0,151.0344827586207,Low
22460,EMBOSSED GLASS TEALIGHT HOLDER,2540,3266.0,816.5,1.7244094488188977,Normal
22461,SAVOY ART DECO CLOCK,216,1280.13,320.0325,20.27777777777778,Normal
22461,,-36,0.0,0.0,-121.66666666666667,Normal
22464,HANGING METAL HEART LANTERN,3305,5332.52,1333.13,1.3252647503782147,Normal
22465,HANGING METAL STAR LANTERN,2033,3110.94,777.735,2.1544515494343335,Normal
22466,FAIRY TALE COTTAGE NIGHT LIGHT,960,1953.24,488.31,4.5625,Normal
22466,FAIRY TALE COTTAGE NIGHTLIGHT,2089,3618.65,904.6625,2.0966969842029677,Normal
22467,GUMBALL COAT RACK,7815,18552.97,4638.2425,0.5604606525911708,Normal
22467,wrong code?,-100,0.0,0.0,-43.8,Normal
22467,wrongly sold (22719) barcode,170,0.0,0.0,25.764705882352942,Normal
22467,,-8,0.0,0.0,-547.5,Normal
22468,BABUSHKA LIGHTS STRING OF 10,514,3613.72,903.43,8.521400778210117,Normal
22469,HEART OF WICKER SMALL,17836,31899.85,7974.9625,0.24557075577483742,Normal
22469,,-45,0.0,0.0,-97.33333333333333,Normal
22470,HEART OF WICKER LARGE,9834,29949.91,7487.4775,0.4453935326418548,Normal
22470,,-4,0.0,0.0,-1095.0,Normal
22471,TV DINNER TRAY AIR HOSTESS ,419,1505.02,376.255,10.45346062052506,Normal
22472,TV DINNER TRAY DOLLY GIRL,321,1527.01,381.7525,13.644859813084112,Normal
22473,TV DINNER TRAY VINTAGE PAISLEY,505,1623.04,405.76,8.673267326732672,Normal
22474,SPACEBOY TV DINNER TRAY,273,1500.27,375.0675,16.043956043956044,Normal
22475,SKULL DESIGN TV DINNER TRAY,324,1605.67,401.4175,13.518518518518519,Normal
22476,EMPIRE UNION JACK TV DINNER TRAY,874,2804.56,701.14,5.0114416475972545,Normal
22477,WATERING CAN GARDEN MARKER,1373,1979.15,494.7875,3.190094683175528,Normal
22478,BIRDHOUSE GARDEN MARKER ,1543,2218.12,554.53,2.8386260531432272,Normal
22479,DAISY GARDEN MARKER,1139,1658.57,414.6425,3.845478489903424,Normal
22480,RED TEA TOWEL CLASSIC DESIGN,631,757.21,189.3025,6.941362916006339,Normal
22480,,-24,0.0,0.0,-182.5,Normal
22481,BLACK TEA TOWEL CLASSIC DESIGN,827,748.08,187.02,5.296251511487303,Normal
22481,wet boxes,-288,0.0,0.0,-15.208333333333334,Normal
22482,BLUE TEA TOWEL CLASSIC DESIGN,478,565.86,141.465,9.163179916317992,Normal
22482,,-66,0.0,0.0,-66.36363636363636,Normal
22483,RED GINGHAM TEDDY BEAR ,773,2311.79,577.9475,5.666235446313066,Normal
22485,SET OF 2 WOODEN MARKET CRATES,520,7113.85,1778.4625,8.423076923076923,Normal
22486,PLASMATRONIC LAMP,65,369.95,92.4875,67.38461538461539,Low
22487,WHITE WOOD GARDEN PLANT LADDER,760,7686.43,1921.6075,5.763157894736842,Normal
22488,NATURAL SLATE RECTANGLE CHALKBOARD,3161,5517.58,1379.395,1.3856374565011071,Normal
22489,PACK OF 12 TRADITIONAL CRAYONS,9719,4072.13,1018.0325,0.45066364852351065,Normal
22491,PACK OF 12 COLOURED PENCILS,3947,3183.63,795.9075,1.1097035723334177,Normal
22492,MINI PAINT SET VINTAGE ,26437,16810.42,4202.605,0.1656768922343685,Normal
22493,PAINT YOUR OWN CANVAS SET,2190,3593.49,898.3725,2.0,Normal
22494,EMERGENCY FIRST AID TIN ,1049,1523.52,380.88,4.175405147759771,Normal
22495,SET OF 2 ROUND TINS CAMEMBERT ,277,734.07,183.5175,15.812274368231048,Normal
22496,SET OF 2 ROUND TINS DUTCH CHEESE,250,526.26,131.565,17.52,Normal
22497,SET OF 2 TINS VINTAGE BATHROOM ,225,1145.15,286.2875,19.466666666666665,Normal
22497,,-17,0.0,0.0,-257.6470588235294,Normal
22498,WOODEN REGATTA BUNTING,334,2121.99,530.4975,13.113772455089821,Normal
22499,WOODEN UNION JACK BUNTING,2087,12768.45,3192.1125,2.0987062769525635,Normal
22500,SET OF 2 TINS JARDIN DE PROVENCE,253,980.7,245.175,17.31225296442688,Normal
22501,Found,24,0.0,0.0,182.5,Low
22501,incorrectly put back into stock,-108,0.0,0.0,-40.55555555555556,Normal
22501,PICNIC BASKET WICKER LARGE,1507,18448.96,4612.24,2.9064366290643666,Normal
22501,reverse 21/5/10 adjustment,-100,0.0,0.0,-43.8,Normal
22501,,144,0.0,0.0,30.416666666666668,Normal
22502,PICNIC BASKET WICKER 60 PIECES,61,39619.5,9904.875,71.8032786885246,Low
22502,PICNIC BASKET WICKER SMALL,1833,11421.87,2855.4675,2.3895253682487727,Normal
22502,reverse 21/5/10 adjustment,-100,0.0,0.0,-43.8,Normal
22502,,79,0.0,0.0,55.44303797468355,Low
22503,CABIN BAG VINTAGE PAISLEY,80,1548.27,387.0675,54.75,Low
22504,CABIN BAG VINTAGE RETROSPOT,242,4542.07,1135.5175,18.09917355371901,Normal
22505,MEMO BOARD COTTAGE DESIGN,1456,7079.47,1769.8675,3.008241758241758,Normal
22507,MEMO BOARD RETROSPOT  DESIGN,2953,14159.4,3539.85,1.4832373857094479,Normal
22508,DOORSTOP RETROSPOT HEART,1577,6462.13,1615.5325,2.777425491439442,Normal
22509,SEWING BOX RETROSPOT DESIGN ,195,1893.24,473.31,22.46153846153846,Normal
22510,GINGHAM BABUSHKA DOORSTOP,211,406.49,101.6225,20.75829383886256,Normal
22511,RETROSPOT BABUSHKA DOORSTOP,250,491.45,122.8625,17.52,Normal
22512,DOORSTOP RACING CAR DESIGN,124,273.46,68.365,35.32258064516129,Normal
22513,DOORSTOP FOOTBALL DESIGN,153,543.65,135.9125,28.627450980392158,Normal
22514,CHILDS GARDEN SPADE BLUE,309,706.55,176.6375,14.174757281553399,Normal
22515,CHILDS GARDEN SPADE PINK,270,604.75,151.1875,16.22222222222222,Normal
22516,CHILDS GARDEN RAKE BLUE,208,496.99,124.2475,21.05769230769231,Normal
22517,CHILDS GARDEN RAKE PINK,206,462.33,115.5825,21.262135922330096,Normal
22518,CHILDS GARDEN BRUSH BLUE,366,783.54,195.885,11.967213114754099,Normal
22518,,-30,0.0,0.0,-146.0,Normal
22519,CHILDS GARDEN BRUSH PINK,413,906.75,226.6875,10.605326876513319,Normal
22519,,-19,0.0,0.0,-230.5263157894737,Normal
22520,CHILDS GARDEN TROWEL BLUE ,723,622.1,155.525,6.058091286307054,Normal
22520,,-101,0.0,0.0,-43.36633663366337,Normal
22521,CHILDS GARDEN TROWEL PINK,619,533.16,133.29,7.075928917609047,Normal
22521,,-99,0.0,0.0,-44.24242424242424,Normal
22522,check,-126,0.0,0.0,-34.76190476190476,Normal
22522,CHILDS GARDEN FORK BLUE ,921,764.09,191.0225,4.755700325732899,Normal
22523,?,-90,0.0,0.0,-48.666666666666664,Normal
22523,CHILDS GARDEN FORK PINK,854,741.46,185.365,5.128805620608899,Normal
22524,CHILDRENS GARDEN GLOVES BLUE,648,883.2,220.8,6.7592592592592595,Normal
22524,,-62,0.0,0.0,-70.64516129032258,Normal
22525,CHILDRENS GARDEN GLOVES PINK,492,648.97,162.2425,8.902439024390244,Normal
22525,,-61,0.0,0.0,-71.8032786885246,Normal
22526,WHEELBARROW FOR CHILDREN ,121,1643.76,410.94,36.19834710743802,Normal
22528,GARDENERS KNEELING PAD,1,3.36,0.84,4380.0,Low
22528,,-1,0.0,0.0,-4380.0,Normal
22529,MAGIC DRAWING SLATE GO TO THE FAIR ,853,349.87,87.4675,5.134818288393904,Normal
22530,MAGIC DRAWING SLATE DOLLY GIRL ,3607,1507.64,376.91,1.2143055170501802,Normal
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,3384,1413.25,353.3125,1.2943262411347518,Normal
22532,MAGIC DRAWING SLATE LEAP FROG ,1072,366.75,91.6875,4.085820895522389,Normal
22533,check,60,0.0,0.0,73.0,Low
22533,MAGIC DRAWING SLATE BAKE A CAKE ,1763,636.41,159.1025,2.4844015882019286,Normal
22533,,-80,0.0,0.0,-54.75,Normal
22534,MAGIC DRAWING SLATE SPACEBOY ,4494,1870.28,467.57,0.9746328437917223,Normal
22535,MAGIC DRAWING SLATE BUNNIES ,1718,650.85,162.7125,2.549476135040745,Normal
22536,MAGIC DRAWING SLATE PURDEY,4624,1757.39,439.3475,0.9472318339100346,Normal
22537,MAGIC DRAWING SLATE DINOSAUR,1883,824.68,206.17,2.3260754115772704,Normal
22538,MINI JIGSAW GO TO THE FAIR,403,164.84,41.21,10.86848635235732,Normal
22539,MINI JIGSAW DOLLY GIRL,2921,1130.58,282.645,1.499486477233824,Normal
22540,MINI JIGSAW CIRCUS PARADE ,2518,960.44,240.11,1.739475774424146,Normal
22541,MINI JIGSAW LEAP FROG,504,202.37,50.5925,8.69047619047619,Normal
22543,MINI JIGSAW BAKE A CAKE ,1455,531.64,132.91,3.0103092783505154,Normal
22544,MINI JIGSAW SPACEBOY,4478,1698.12,424.53,0.9781152300133988,Normal
22545,MINI JIGSAW BUNNIES,1142,435.67,108.9175,3.8353765323992994,Normal
22546,MINI JIGSAW PURDEY,2103,799.98,199.995,2.0827389443651927,Normal
22547,MINI JIGSAW DINOSAUR ,807,337.39,84.3475,5.4275092936802976,Normal
22548,adjustment,4,0.0,0.0,1095.0,Low
22548,HEADS AND TAILS SPORTING FUN,1977,2351.44,587.86,2.215477996965099,Normal
22548,,-70,0.0,0.0,-62.57142857142858,Normal
22549,PICTURE DOMINOES,3189,4799.83,1199.9575,1.3734713076199436,Normal
22550,HOLIDAY FUN LUDO,1157,4164.89,1041.2225,3.7856525496974935,Normal
22551,PLASTERS IN TIN SPACEBOY,8053,13567.46,3391.865,0.5438966844654166,Normal
22553,PLASTERS IN TIN SKULLS,4209,7038.07,1759.5175,1.0406272273699215,Normal
22554,PLASTERS IN TIN WOODLAND ANIMALS,7784,13296.92,3324.23,0.5626927029804728,Normal
22555,PLASTERS IN TIN STRONGMAN,6002,9828.63,2457.1575,0.7297567477507497,Normal
22556,PLASTERS IN TIN CIRCUS PARADE ,6052,9961.21,2490.3025,0.7237276933245208,Normal
22557,PLASTERS IN TIN VINTAGE PAISLEY ,4694,7732.54,1933.135,0.9331060928845334,Normal
22558,CLOTHES PEGS RETROSPOT PACK 24 ,8647,13279.46,3319.865,0.5065340580548167,Normal
22559,SEASIDE FLYING DISC,507,626.53,156.6325,8.63905325443787,Normal
22560,TRADITIONAL MODELLING CLAY,8167,9601.26,2400.315,0.5363046406269132,Normal
22561,WOODEN SCHOOL COLOURING SET,5612,9344.82,2336.205,0.7804704205274412,Normal
22562,MONSTERS STENCIL CRAFT,1421,1773.37,443.3425,3.0823363828289936,Normal
22563,HAPPY STENCIL CRAFT,2830,3356.93,839.2325,1.547703180212014,Normal
22564,ALPHABET STENCIL CRAFT,2265,2599.35,649.8375,1.9337748344370862,Normal
22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,934,873.52,218.38,4.689507494646681,Normal
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,879,794.88,198.72,4.982935153583618,Normal
22567,20 DOLLY PEGS RETROSPOT,2444,3249.6,812.4,1.7921440261865795,Normal
22567,,-14,0.0,0.0,-312.85714285714283,Normal
22568,?? missing,-170,0.0,0.0,-25.764705882352942,Normal
22568,FELTCRAFT CUSHION OWL,3078,11411.32,2852.83,1.4230019493177388,Normal
22568,,8,0.0,0.0,547.5,Low
22569,?,-84,0.0,0.0,-52.142857142857146,Normal
22569,FELTCRAFT CUSHION BUTTERFLY,2571,9474.95,2368.7375,1.703617269544924,Normal
22570,?,-74,0.0,0.0,-59.189189189189186,Normal
22570,FELTCRAFT CUSHION RABBIT,2847,10395.12,2598.78,1.5384615384615385,Normal
22570,,15,0.0,0.0,292.0,Low
22571,ROCKING HORSE RED CHRISTMAS ,2332,2111.26,527.815,1.8782161234991424,Normal
22572,??,-335,0.0,0.0,-13.074626865671641,Normal
22572,ROCKING HORSE GREEN CHRISTMAS ,1393,1255.72,313.93,3.144292893036612,Normal
22573,STAR WOODEN CHRISTMAS DECORATION,2689,2427.25,606.8125,1.6288583116400148,Normal
22574,HEART WOODEN CHRISTMAS DECORATION,2144,2063.9,515.975,2.0429104477611943,Normal
22575,METAL MERRY CHRISTMAS WREATH,633,1210.37,302.5925,6.919431279620853,Normal
22575,missing?,-130,0.0,0.0,-33.69230769230769,Normal
22576,check,-30,0.0,0.0,-146.0,Normal
22576,SWALLOW WOODEN CHRISTMAS DECORATION,1533,1410.21,352.5525,2.857142857142857,Normal
22577,check,-300,0.0,0.0,-14.6,Normal
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,10509,3992.89,998.2225,0.4167856123322866,Normal
22578,lost,-1050,0.0,0.0,-4.171428571428572,Normal
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,10329,3765.19,941.2975,0.4240487946558234,Normal
22579,dotcom,-40,0.0,0.0,-109.5,Normal
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,5074,1907.29,476.8225,0.8632242806464329,Normal
22579,,-3,0.0,0.0,-1460.0,Normal
22580,ADVENT CALENDAR GINGHAM SACK,1256,6545.14,1636.285,3.4872611464968153,Normal
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,1569,1137.28,284.32,2.791586998087954,Normal
22582,PACK OF 6 SWEETIE GIFT BOXES,1049,2618.75,654.6875,4.175405147759771,Normal
22583,PACK OF 6 HANDBAG GIFT BOXES,572,1567.85,391.9625,7.6573426573426575,Normal
22584,PACK OF 6 PANETTONE GIFT BOXES,219,512.93,128.2325,20.0,Normal
22584,PACK OF 6 PANNETONE GIFT BOXES,2099,5403.43,1350.8575,2.0867079561696045,Normal
22585,PACK OF 6 BIRDY GIFT TAGS,6188,7505.39,1876.3475,0.7078215901745314,Normal
22586,check,-30,0.0,0.0,-146.0,Normal
22586,FELTCRAFT HAIRBAND PINK AND BLUE,808,733.75,183.4375,5.420792079207922,Normal
22587,check,-41,0.0,0.0,-106.82926829268293,Normal
22587,FELTCRAFT HAIRBAND RED AND BLUE,921,833.07,208.2675,4.755700325732899,Normal
22588,CARD HOLDER GINGHAM HEART,492,1737.44,434.36,8.902439024390244,Normal
22588,,-41,0.0,0.0,-106.82926829268293,Normal
22589,CARDHOLDER GINGHAM STAR,379,1212.82,303.205,11.556728232189974,Normal
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,354,1353.36,338.34,12.372881355932204,Normal
22591,,36,0.0,0.0,121.66666666666667,Low
22592,CARDHOLDER HOLLY WREATH METAL,656,3013.62,753.405,6.676829268292683,Normal
22593,CHRISTMAS GINGHAM STAR,2121,1983.66,495.915,2.065063649222065,Normal
22594,CHRISTMAS GINGHAM TREE,2005,1904.92,476.23,2.1845386533665834,Normal
22595,check,-80,0.0,0.0,-54.75,Normal
22595,CHRISTMAS GINGHAM HEART,505,502.12,125.53,8.673267326732672,Normal
22595,GINGHAM HEART DECORATION,6152,5125.46,1281.365,0.7119635890767231,Normal
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,3477,4112.2,1028.05,1.2597066436583262,Normal
22597,CHRISTMAS MUSICAL ZINC HEART ,58,67.9,16.975,75.51724137931035,Low
22597,MUSICAL ZINC HEART DECORATION ,2730,1150.98,287.745,1.6043956043956045,Normal
22598,CHRISTMAS MUSICAL ZINC TREE,988,442.26,110.565,4.433198380566802,Normal
22599,CHRISTMAS MUSICAL ZINC STAR,1929,947.36,236.84,2.270606531881804,Normal
22600,CHRISTMAS RETROSPOT STAR WOOD,1672,1521.13,380.2825,2.6196172248803826,Normal
22601,check,-20,0.0,0.0,-219.0,Normal
22601,CHRISTMAS RETROSPOT ANGEL WOOD,2478,2218.98,554.745,1.7675544794188862,Normal
22602,CHRISTMAS RETROSPOT HEART WOOD,139,137.59,34.3975,31.510791366906474,Normal
22602,RETROSPOT WOODEN HEART DECORATION,2038,1853.98,463.495,2.1491658488714425,Normal
22603,CHRISTMAS RETROSPOT TREE WOOD,1376,1226.03,306.5075,3.1831395348837206,Normal
22604,SET OF 4 NAPKIN CHARMS CUTLERY,1253,3044.76,761.19,3.49561053471668,Normal
22605,WOODEN CROQUET GARDEN SET,774,11179.21,2794.8025,5.658914728682171,Normal
22606,check,9,0.0,0.0,486.6666666666667,Low
22606,WOODEN SKITTLES GARDEN SET,304,4552.11,1138.0275,14.407894736842106,Normal
22606,,-48,0.0,0.0,-91.25,Normal
22607,WOODEN ROUNDERS GARDEN SET ,1327,12534.47,3133.6175,3.300678221552374,Normal
22608,PENS ASSORTED FUNKY JEWELED ,5240,1120.15,280.0375,0.8358778625954199,Normal
22609,PENS ASSORTED SPACEBALL,5910,1374.94,343.735,0.7411167512690355,Normal
22610,PENS ASSORTED FUNNY FACE,9608,2578.24,644.56,0.45587010824313073,Normal
22611,VINTAGE UNION JACK SHOPPING BAG,225,1077.03,269.2575,19.466666666666665,Normal
22613,PACK OF 20 SPACEBOY NAPKINS,1528,1214.11,303.5275,2.8664921465968587,Normal
22614,PACK OF 12 SPACEBOY TISSUES,2997,1010.47,252.6175,1.4614614614614614,Normal
22615,PACK OF 12 CIRCUS PARADE TISSUES ,2063,656.05,164.0125,2.123121667474552,Normal
22616,PACK OF 12 LONDON TISSUES ,26315,7972.76,1993.19,0.1664449933498005,Normal
22617,BAKING SET SPACEBOY DESIGN,2181,10602.9,2650.725,2.0082530949105917,Normal
22617,"mouldy, thrown away.",-2600,0.0,0.0,-1.6846153846153846,Normal
22618,COOKING SET RETROSPOT,49,497.35,124.3375,89.38775510204083,Low
22618,"mouldy, unsaleable.",-1681,0.0,0.0,-2.6055919095776323,Normal
22619,SET OF 6 SOLDIER SKITTLES,2566,9906.29,2476.5725,1.7069368667186282,Normal
22620,4 TRADITIONAL SPINNING TOPS,4885,6776.56,1694.14,0.8966223132036848,Normal
22621,TRADITIONAL KNITTING NANCY,6099,9992.2,2498.05,0.7181505164781111,Normal
22622,BOX OF VINTAGE ALPHABET BLOCKS,1329,13779.96,3444.99,3.295711060948081,Normal
22623,BOX OF VINTAGE JIGSAW BLOCKS ,924,5163.01,1290.7525,4.740259740259741,Normal
22624,IVORY KITCHEN SCALES,1907,16360.01,4090.0025,2.2968012585212376,Normal
22625,RED KITCHEN SCALES,1621,13943.65,3485.9125,2.70203578038248,Normal
22625,,-9,0.0,0.0,-486.6666666666667,Normal
22626,BLACK KITCHEN SCALES,517,4350.86,1087.715,8.471953578336556,Normal
22627,MINT KITCHEN SCALES,848,7430.18,1857.545,5.165094339622641,Normal
22627,,-7,0.0,0.0,-625.7142857142857,Normal
22628,PICNIC BOXES SET OF 3 RETROSPOT ,945,4521.91,1130.4775,4.634920634920635,Normal
22629,SPACEBOY LUNCH BOX ,14206,25647.77,6411.9425,0.30832042798817405,Normal
22630,DOLLY GIRL LUNCH BOX,11518,21156.49,5289.1225,0.380274353186317,Normal
22631,CIRCUS PARADE LUNCH BOX ,3651,7143.02,1785.755,1.199671322925226,Normal
22632,HAND WARMER RED POLKA DOT,120,225.0,56.25,36.5,Normal
22632,HAND WARMER RED RETROSPOT,4325,8711.28,2177.82,1.0127167630057803,Normal
22632,,-79,0.0,0.0,-55.44303797468355,Normal
22633,HAND WARMER UNION JACK,4841,10002.72,2500.68,0.9047717413757488,Normal
22633,,-53,0.0,0.0,-82.64150943396226,Normal
22634,CHILDS BREAKFAST SET SPACEBOY ,725,6809.3,1702.325,6.041379310344828,Normal
22635,CHILDS BREAKFAST SET DOLLY GIRL ,598,5695.23,1423.8075,7.3244147157190636,Normal
22636,CHILDS BREAKFAST SET CIRCUS PARADE,567,4769.86,1192.465,7.724867724867725,Normal
22637,damages,-65,0.0,0.0,-67.38461538461539,Normal
22637,PIGGY BANK RETROSPOT ,2711,6985.18,1746.295,1.615639985245297,Normal
22638,SET OF 4 NAPKIN CHARMS CROWNS ,299,479.33,119.8325,14.648829431438127,Normal
22639,SET OF 4 NAPKIN CHARMS HEARTS,806,1937.71,484.4275,5.43424317617866,Normal
22640,SET OF 4 NAPKIN CHARMS 3 KEYS ,238,449.39,112.3475,18.403361344537817,Normal
22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,139,303.73,75.9325,31.510791366906474,Normal
22642,SET OF 4 NAPKIN CHARMS STARS   ,269,596.36,149.09,16.28252788104089,Normal
22643,SET OF 4 NAPKIN CHARMS LEAVES   ,240,445.17,111.2925,18.25,Normal
22644,CERAMIC CHERRY CAKE MONEY BANK,2215,2986.97,746.7425,1.9774266365688487,Normal
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,2347,4697.28,1174.32,1.8662121857690668,Normal
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4139,5653.87,1413.4675,1.0582266247885963,Normal
22647,CERAMIC LOVE HEART MONEY BANK,721,448.78,112.195,6.074895977808599,Normal
22649,STRAWBERRY FAIRY CAKE TEAPOT,761,3952.53,988.1325,5.755584756898817,Normal
22650,CERAMIC PIRATE CHEST MONEY BANK,858,1329.4,332.35,5.104895104895105,Normal
22651,GENTLEMAN SHIRT REPAIR KIT ,2166,1837.47,459.3675,2.0221606648199444,Normal
22652,check,-111,0.0,0.0,-39.45945945945946,Normal
22652,TRAVEL SEWING KIT,5082,8595.57,2148.8925,0.8618654073199528,Normal
22653,BUTTON BOX ,1847,3321.95,830.4875,2.3714131023280998,Normal
22654,DELUXE SEWING KIT ,1379,9705.6,2426.4,3.1762146482958666,Normal
22655,damages/showroom etc,-11,0.0,0.0,-398.1818181818182,Normal
22655,VINTAGE RED KITCHEN CABINET,50,6394.5,1598.625,87.6,Low
22656,VINTAGE BLUE KITCHEN CABINET,20,2885.0,721.25,219.0,Low
22656,,-2,0.0,0.0,-2190.0,Normal
22659,LUNCH BOX I LOVE LONDON,11201,20272.7,5068.175,0.391036514596911,Normal
22660,DOORMAT I LOVE LONDON,364,2678.96,669.74,12.032967032967033,Normal
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,5201,4221.16,1055.29,0.8421457412036146,Normal
22662,LUNCH BAG DOLLY GIRL DESIGN,6707,11062.53,2765.6325,0.6530490532279708,Normal
22663,JUMBO BAG DOLLY GIRL DESIGN,3409,7031.83,1757.9575,1.2848342622469933,Normal
